%
% Comments go after a '%' sign.
%
%
% Relation: todefine
%
%
% Attributes: 2     Instances: 10000
%
%

@relation todefine

@attribute 'dataset' String
@attribute ' labels' {1, -1}

@data
'online worst other first horrible bad over i bad most horrible good single good non more special bad the bad the attractive anything i bad new inventive porn like cause most stupid',-1
'worst better least worst only endless poor poor other other insulting other same stupid impossible comic outrageous funny bad outrageous innocuous predictable painful wit oral long same obscene populist poor single least round poor least fine weak boring offensive better',-1
'sick popular 5 year old lazy ass cheep japanese classic american last up to date current',-1
'such teen first screen worth flick sure formulaic young virginal teen only much highest one movie nineteen credited thirteen other other same other many screen long late',-1
'vivah 20 something small town young couple first young geographical horrible honourable unconditionally much same new idealistic new far fetched regressive clear such squeaky clean bad many such important right previous new perfect good as gold large same slightest unable difficult one dimensional virtuous virginal first such fantastic same insipid 70s style sure perfect little cynical coquettish bratty mischievous',-1
'bottom local special worth many celluloid few lower 1 10',-1
'bad various low surprised over all many white nice run flat slow glad free special',-1
'poor moral politic corrupt only higher biggest daily greatest more useless usefull',-1
'giant community   utter atrocious ridiculous comic comic non existent actual coincidental bad safe',-1
'worst ridiculous stupid noteworthy beautiful convertible rich new fat pathetic tall dead electronic dead dead dead other possible creative tall dead right bemused first ten serial tall funeral best little anna',-1
'wrong martian true martian bad due good worst first bogus last martian closer',-1
'seagal low worst only sweet entire next hostile last top secret other secret top great arab seagal other brief random lesbian',-1
'repellent fascinating unique utterly boring',-1
'able good strange crappiest horrible cookie cutter only contrived predictable next good horrible middle bad wrong this',-1
'several more thin unoriginal unfortunately worst strong bad wept due tragic awful decent good',-1
'aware last cinematic different different different red special evolutionary many special late latter evil evil human unlimited next more fire other next sappy about the current least significant original less many derivitive long unfortunate ronald popular more popular inviolable many acknowledged best possible dysfuntional much dysfunctional least believable military superior next war the most earlier',-1
'more chinese worth more admiring japanese more chinese japanese sure similar unmysterious american european european better most instinctive chinese good great complex deep real sure',-1
